the_geom,interaction,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,cartodb_id,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,fixed_date
0101000020E6100000A1D634EF38E52F40FF21FDF675203D40,60,6744296,434,LBY8423,8423,24 August 2019,2019,1,Protests,Peaceful protest,Protesters (Libya),,6,,,0,17382,Northern Africa,Libya,Aljufra,Aljufra,,Hun,29.1268,15.9477,1,Libya24,National,"On August 24, residents in Hun staged a protest in support of the people of Murzuq. [size=two dozen]",0,1579564001,LBY,2019-08-24
0101000020E61000005A643BDF4F8D2A4043AD69DE71724040,30,6998221,434,LBY9409,9409,17 March 2020,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,Unidentified Armed Group (Libya),,3,,,0,302,Northern Africa,Libya,Tripoli,Tripoli,,Mitiga Airport,32.8941,13.276,2,Libya24,National,"On 17 March 2020, artillery fire by an unknown party was reported near Mitiga Airport (Tripoli). No casualties reported.",0,1585000467,LBY,2020-03-17
0101000020E6100000AF25E4839E6D2A4099BB96900F6A4040,17,6993914,434,LBY9359,9359,13 March 2020,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Libya (2014-) Haftar Faction,,1,Civilians (Libya),,7,607,Northern Africa,Libya,Tripoli,Tripoli,,Salah Aldeen,32.8286,13.2141,1,Libya24; Al Wasat (Libya),National,"On 13 March 2020, presumed LNA forces shelled Salah Aldeen (Tripoli), and wounded three civilians.",0,1584396902,LBY,2020-03-13
0101000020E6100000925CFE43FA6D2B408FC2F5285C5F4040,17,6993910,434,LBY9347,9347,12 March 2020,2020,1,Violence against civilians,Attack,Military Forces of Libya (2014-) Haftar Faction,,1,Civilians (Libya),Health Workers (Libya),7,672,Northern Africa,Libya,Almargeb,Almargeb,,Garabulli,32.745,13.7148,1,Ean Libya Limited; Libya24; Al Wasat (Libya); Akhbar Libya,National,"On 12 March 2020, presumed LNA forces killed at least one doctor and wounded others on the Coastal Road in Garabulli (Almargeb).",1,1584396902,LBY,2020-03-12
0101000020E6100000AA60545227802A40BE30992A186D4040,11,6978238,434,LBY9284,9284,29 February 2020,2020,1,Battles,Armed clash,Military Forces of Libya (2014-) Haftar Faction,,1,Military Forces of Libya (2016-) Government of National Accord,,1,1722,Northern Africa,Libya,Tripoli,Tripoli,,As Sabaa,32.8523,13.2503,1,Libya24,National,"On 29 February 2020, LNA and GNA forces reportedly clashed in As Sabaa (Tripoli, Tripoli). No casualties reported.",0,1583194354,LBY,2020-02-29
0101000020E6100000925CFE43FA6D2B408FC2F5285C5F4040,78,6977844,434,LBY9266,9266,27 February 2020,2020,1,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,8,Civilians (Libya),,7,1836,Northern Africa,Libya,Almargeb,Almargeb,,Garabulli,32.745,13.7148,2,Address Libya; Akhbar Libya; Libya24,National,"On 27 February 2020, a Turkish airstrike reportedly killed five members of the same family in Rawajih near Garabulli.",5,1583194352,LBY,2020-02-27
0101000020E61000005A643BDF4F8D2A4043AD69DE71724040,10,6978233,434,LBY9262,9262,26 February 2020,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Libya (2014-) Haftar Faction,,1,,,0,1975,Northern Africa,Libya,Tripoli,Tripoli,,Mitiga Airport,32.8941,13.276,1,Libya24,National,"On 26 February 2020, presumed LNA forces reportedly shelled the Mitiga Airport (Tripoli, Tripoli). No casualties reported.",0,1583194354,LBY,2020-02-26
0101000020E6100000BB270F0BB596304068226C787A353F40,60,6865946,434,LBY9228,9228,13 February 2020,2020,1,Protests,Peaceful protest,Protesters (Libya),Teachers (Libya); Students (Libya),6,,,0,2995,Northern Africa,Libya,Sirt,Sirt,,Sirte,31.2089,16.5887,1,Libya24,National,"On 13 February 2020, students and faculty members at the Sirte University staged a large demonstration against Turkey intervening and sending mercenaries to Libya. [size=large]",0,1581982120,LBY,2020-02-13
0101000020E61000005C8FC2F5285C2A400AD7A3703D724040,11,6769165,434,LBY9177,9177,27 January 2020,2020,1,Battles,Armed clash,Military Forces of Libya (2014-) Haftar Faction,,1,Military Forces of Libya (2016-) Government of National Accord,,1,4506,Northern Africa,Libya,Tripoli,Tripoli,,Tripoli,32.8925,13.18,2,Libya EN,Other,"On 27 January 2020, LNA and GNA forces reportedly clashed in multiple unnamed areas in or near Tripoli, no casualties reported.",0,1580773138,LBY,2020-01-27
0101000020E61000000C93A98251292F40F38E537424673F40,11,6769162,434,LBY9172,9172,26 January 2020,2020,1,Battles,Armed clash,Military Forces of Libya (2014-) Haftar Faction,,1,Military Forces of Libya (2016-) Government of National Accord,,1,4586,Northern Africa,Libya,Sirt,Sirt,,Wadi al Washkah,31.4029,15.5807,1,Libya EN,Other,"On 26 January 2020, LNA and GNA forces reportedly clashed in Al Washkah, no casualties reported. LNA claimed to have captured GNA fighters and vehicles.",0,1580773138,LBY,2020-01-26
0101000020E61000005A643BDF4F8D2A4043AD69DE71724040,30,6725563,434,LBY9115,9115,08 January 2020,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,Unidentified Armed Group (Libya),,3,,,0,6200,Northern Africa,Libya,Tripoli,Tripoli,,Mitiga Airport,32.8941,13.276,1,Libya24,National,"On 8 January 2020, indiscriminate shelling, presumably by LNA forces, struck the Mitiga Airport in Tripoli, no casualties reported.",0,1579554015,LBY,2020-01-08
0101000020E61000001361C3D32B852C4098DD938785FA3D40,60,6769792,434,LBY8966,8966,07 December 2019,2019,1,Protests,Peaceful protest,Protesters (Libya),Police Forces of Libya (2016-),6,,,0,8909,Northern Africa,Libya,Al Jabal Al Gharbi,Al Jabal Al Gharbi,,Ash Shwayrif,29.9786,14.2601,1,Ean Libya Limited,National,"On 7 December 2019, members of the security forces in Ash Shwayrif staged a demonstration and threatened to close down the Man-made river in response to salary cuts.[size=dozen]",0,1580773153,LBY,2019-12-07
0101000020E6100000BB270F0BB596304068226C787A353F40,10,6743857,434,LBY8964,8964,06 December 2019,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Libya (2014-) Haftar Faction,,1,,,0,8958,Northern Africa,Libya,Sirt,Sirt,,Sirte,31.2089,16.5887,1,Libya24,National,"On 6 December 2019, LNA conducted airstrike against an unspecified target in Sirte, no casualties reported.",0,1579563999,LBY,2019-12-06
0101000020E6100000363CBD5296612A4079E92631086C4040,11,6744013,434,LBY8877,8877,10 November 2019,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Libya (2014-) Haftar Faction,,1,Military Forces of Libya (2016-) Government of National Accord,,1,11396,Northern Africa,Libya,Tripoli,Tripoli,,Hadba,32.844,13.1906,1,Libya24,National,"On November 10 2019, LNA airstrike targeted GNA forces in the Hadba area of Tripoli, no casualties reported.",0,1579564000,LBY,2019-11-10
0101000020E6100000BB270F0BB596304068226C787A353F40,11,6741399,434,LBY8824,8824,30 October 2019,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Libya (2016-) Government of National Accord,,1,Military Forces of Libya (2014-) Haftar Faction,,1,12534,Northern Africa,Libya,Sirt,Sirt,,Sirte,31.2089,16.5887,2,Libya Al Ahrar,National,"On October 30, GNA conducted airstrike targeting an LNA convoy east of Sirte, no casualties reported.",0,1579563991,LBY,2019-10-30
0101000020E6100000295C8FC2F5082A40075F984C15444040,11,6741471,434,LBY8804,8804,19 October 2019,2019,1,Battles,Armed clash,Military Forces of Libya (2014-) Haftar Faction,,1,Military Forces of Libya (2016-) Government of National Accord,,1,13808,Northern Africa,Libya,Aljfara,Aljfara,,Al Aziziyah,32.5319,13.0175,1,Libya EN,Other,"On October 19, 2019, LNA forces reportedly routed GNA forces in Aziziyah, no casualties reported.",0,1579563992,LBY,2019-10-19
0101000020E61000001E166A4DF36E2A406666666666664040,10,6743938,434,LBY8790,8790,21 October 2019,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Libya (2014-) Haftar Faction,,1,,,0,13567,Northern Africa,Libya,Tripoli,Tripoli,,Khallat Farjan,32.8,13.2167,2,Libya24,National,"On October 21, 2019, LNA conducted airstrike against an unspecified target in the area of Khallatat [coded to geoprecision 2], near Khallat Farjan, no casualties reported.",0,1579564000,LBY,2019-10-21
0101000020E610000060764F1E168A2A401CEBE2361A684040,11,6744377,434,LBY8768,8768,19 October 2019,2019,1,Battles,Armed clash,Military Forces of Libya (2016-) Government of National Accord,,1,Military Forces of Libya (2014-) Haftar Faction,,1,13749,Northern Africa,Libya,Tripoli,Tripoli,,Ayn Zarah,32.8133,13.2697,1,Libya24,National,"On October 19, 2019, GNA and LNA forces clashed in Ayn Zarah, no casualties reported.",0,1579564001,LBY,2019-10-19
0101000020E61000009A99999999192A40575BB1BFEC4E4040,37,6744175,434,LBY8726,8726,12 October 2019,2019,1,Explosions/Remote violence,Shelling/artillery/missile attack,Unidentified Armed Group (Libya),,3,Civilians (Libya),,7,14253,Northern Africa,Libya,Aljfara,Aljfara,,As Saadiya,32.6166,13.05,1,Libya24,National,"On October 12, indiscriminate shellings by an unknown party fell in As Saadiya.",0,1579564000,LBY,2019-10-12
0101000020E6100000302AA913D0242A40EFC9C342AD514040,11,6743539,434,LBY8706,8706,09 October 2019,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Libya (2016-) Government of National Accord,,1,Military Forces of Libya (2014-) Haftar Faction,,1,14505,Northern Africa,Libya,Aljfara,Aljfara,,Al Twaishah,32.6381,13.0719,1,Libya Observer,National,"On October 9, GNA forces targeted LNA positions in Al Twaisha, no casualties reported.",0,1579563998,LBY,2019-10-09
0101000020E6100000302AA913D0242A40EFC9C342AD514040,17,6738338,434,LBY8693,8693,07 October 2019,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Libya (2014-) Haftar Faction,,1,Civilians (Libya),Health Workers (Libya),7,14603,Northern Africa,Libya,Aljfara,Aljfara,,Al Twaishah,32.6381,13.0719,1,Libya Observer; Al Wasat (Libya),National,"On October 7, a doctor was killed and a paramedic wounded in a suspected LNA airstrike in Al Twaishah.",1,1579563982,LBY,2019-10-07
0101000020E6100000857CD0B359552A40EEEBC03923424040,10,6743893,434,LBY8636,8636,26 September 2019,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Libya (2014-) Haftar Faction,,1,,,0,15303,Northern Africa,Libya,Aljfara,Aljfara,,Asbiah,32.5167,13.1667,1,Libya24,National,"On September 26, LNA conducted an airstrike targeting an unspecified site in Al Aziziyahthe Bir Alaq area of Asbiah.",0,1579564000,LBY,2019-09-26
0101000020E61000005BD3BCE3141D2B409CA223B9FC173A40,60,6744083,434,LBY8613,8613,19 September 2019,2019,1,Protests,Peaceful protest,Protesters (Libya),Health Workers (Libya),6,,,0,15749,Northern Africa,Libya,Murzuq,Murzuq,,Akar Etba,26.0937,13.5568,1,Libya24,National,"On September 19, health workers in Etba staged a demonstration in reaction to the targeting of an ambulance by unknown gunmen, demanding justice for the ambulance driver and rehabiliation.[size=no report]",0,1579564000,LBY,2019-09-19
0101000020E6100000FDF675E09CB12C40091B9E5E294B4040,11,6745750,434,LBY8587,8587,17 September 2019,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Libya (2016-) Government of National Accord,,1,Military Forces of Libya (2014-) Haftar Faction,,1,15896,Northern Africa,Libya,Almargeb,Almargeb,,Suq al Khamis,32.5872,14.3469,1,Xinhua,International,"On September 17, GNA forces carried out airstrike targeting LNA forces in Suq al Khamis.",0,1579564006,LBY,2019-09-17
0101000020E6100000AF25E4839E6D2A4099BB96900F6A4040,11,6744103,434,LBY8535,8535,14 September 2019,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Libya (2014-) Haftar Faction,,1,Military Forces of Libya (2016-) Government of National Accord,,1,16015,Northern Africa,Libya,Tripoli,Tripoli,,Salah Aldeen,32.8286,13.2141,1,Libya24,National,"On September 14, LNA conducted an airstrike that targeted a military site in Salah Aldeen.",0,1579564000,LBY,2019-09-14
0101000020E61000008FC2F5285C2F2E408E75711B0D304040,11,6755515,434,LBY8527,8527,13 September 2019,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Libya (2014-) Haftar Faction,,1,Military Forces of Libya (2016-) Government of National Accord,,1,16131,Northern Africa,Libya,Misrata,Misrata,,Misratah,32.3754,15.0925,1,Twitter; Xinhua,New media-International,"On September 13, LNA conducted airstrike that reportedly destroyed three drones at Misratah Airport.",0,1579801609,LBY,2019-09-13
0101000020E6100000857CD0B359552A40EEEBC03923424040,30,6744096,434,LBY8472,8472,01 September 2019,2019,1,Explosions/Remote violence,Shelling/artillery/missile attack,Unidentified Armed Group (Libya),,3,,,0,16794,Northern Africa,Libya,Aljfara,Aljfara,,Asbiah,32.5167,13.1667,1,Libya24,National,"On September 1, shelling by an unknown group hit Asbiah.",0,1579564000,LBY,2019-09-01
0101000020E61000008D28ED0DBE902F40A857CA32C4113D40,60,6744084,434,LBY8461,8461,31 August 2019,2019,1,Protests,Peaceful protest,Protesters (Libya),,6,,,0,16851,Northern Africa,Libya,Aljufra,Aljufra,,Sawkna,29.0694,15.7827,1,Libya24,National,"On August 31, residents in Sawkna staged a march to celebrate the 50th anniversary of the Libyan 1969 revolution. [size=no report]",0,1579564000,LBY,2019-08-31
0101000020E6100000857CD0B359552A40EEEBC03923424040,11,6743851,434,LBY8425,8425,24 August 2019,2019,1,Battles,Armed clash,Military Forces of Libya (2014-) Haftar Faction,,1,Military Forces of Libya (2016-) Government of National Accord,,1,17339,Northern Africa,Libya,Aljfara,Aljfara,,Asbiah,32.5167,13.1667,1,Libya24,National,"On August 24, LNA and GNA forces clashed in Asbiah.",0,1579563999,LBY,2019-08-24
0101000020E61000006666666666662A403333333333534040,14,6743712,434,LBY8412,8412,21 August 2019,2019,1,Battles,Armed clash,Military Forces of Libya (2014-) Haftar Faction,,1,Wershefana Communal Militia (Libya),,4,17586,Northern Africa,Libya,Aljfara,Aljfara,,Suq as Sabt,32.65,13.2,1,Libya Observer,National,"On August 21, LNA forces reportedly killed a Wershefana militia leader and three of his associates in Suq as Sabt.",4,1579563999,LBY,2019-08-21
0101000020E6100000A323B9FC877429409BE61DA7E8604040,37,6738216,434,LBY8275,8275,15 July 2019,2019,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Libya),,3,Civilians (Libya),Labour Group (Libya),7,19622,Northern Africa,Libya,Azzawya,Azzawya,,Az Zawiyah,32.7571,12.7276,1,Al Wasat (Libya); Address Libya,National,"On July 15, a suspected IED detonated at the offices of the Azzawiyah oil refining company.",0,1579563981,LBY,2019-07-15
0101000020E61000005C8FC2F5285C2A400AD7A3703D724040,60,6738214,434,LBY8270,8270,14 July 2019,2019,1,Protests,Peaceful protest,Protesters (Libya),,6,,,0,19690,Northern Africa,Libya,Tripoli,Tripoli,,Tripoli,32.8925,13.18,1,Libya Observer; Libya EN,National-Other,"On July 14, residents in Tripoli staged nightly protests over power outages. [size=no report]",0,1579563981,LBY,2019-07-14
0101000020E6100000ECC039234ADB2C40280F0BB5A6093B40,50,6738208,434,LBY8261,8261,11 July 2019,2019,1,Riots,Violent demonstration,Rioters (Libya),,5,,,0,19853,Northern Africa,Libya,Sebha,Sebha,,Sabha,27.0377,14.4283,1,Facebook; Twitter; Akhbar Libya; Al Wasat (Libya),New media-National,"On July 11, residents in Sebha burned tires in a demonstration against power outages.[size=no report]",0,1579563981,LBY,2019-07-11
0101000020E61000005A643BDF4F8D2A4043AD69DE71724040,37,6743875,434,LBY8502,8502,09 July 2019,2019,1,Explosions/Remote violence,Shelling/artillery/missile attack,Unidentified Armed Group (Libya),,3,Civilians (Libya),,7,19993,Northern Africa,Libya,Tripoli,Tripoli,,Mitiga Airport,32.8941,13.276,1,Libya24,National,"On September 7, a shelling by unknown party struck the Mitiga Airport in Tripoli.",0,1579563999,LBY,2019-07-09
0101000020E610000087A757CA32442B4048E17A14AE374040,10,6738500,434,LBY8232,8232,02 July 2019,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Libya (2016-) Government of National Accord,,1,,,0,20452,Northern Africa,Libya,Almargeb,Almargeb,,Tarhuna,32.435,13.6332,1,Address Libya,National,"On July 2, GNA conducted airstrikes in Tarhuna.",0,1579563982,LBY,2019-07-02
0101000020E61000006D567DAEB6822A405BB1BFEC9E5C4040,11,6742228,434,LBY8187,8187,18 June 2019,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Libya (2016-) Government of National Accord,,1,Military Forces of Libya (2014-) Haftar Faction,,1,21396,Northern Africa,Libya,Aljfara,Aljfara,,Wadi al-Rabi,32.7236,13.2553,1,Libya Herald,National,"On June 18, GNA airstrikes targeted LNA positions in Wadi al-Rabi.",0,1579563994,LBY,2019-06-18
0101000020E61000005C8FC2F5285C2A400AD7A3703D724040,11,6758720,434,LBY8116,8116,24 May 2019,2019,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Libya (2014-) Haftar Faction,,1,Military Forces of Libya (2016-) Government of National Accord,,1,23032,Northern Africa,Libya,Tripoli,Tripoli,,Tripoli,32.8925,13.18,1,Anadolu Agency; AFP; Reuters,International,"On May 24, an LNA rocket attack struck the Rixos Hotel in Tripoli which houses the GNA parliament.",0,1579805272,LBY,2019-05-24
0101000020E6100000F9A067B3EAF32A4052499D80265A4040,10,6743828,434,LBY8018,8018,29 April 2019,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Libya (2014-) Haftar Faction,Military Forces of United Arab Emirates,1,,,0,24607,Northern Africa,Libya,Tripoli,Tripoli,,Az Zatarinah,32.7043,13.4764,1,Libya24,National,"On April 29, a suspected LNA or UAE airstrike hit the Az Zatarinah area southeast of Tripoli.",0,1579563999,LBY,2019-04-29
0101000020E61000005C8FC2F5285C2A400AD7A3703D724040,80,6744340,434,LBY8010,8010,28 April 2019,2019,1,Explosions/Remote violence,Shelling/artillery/missile attack,Unidentified Military Forces,,8,,,0,24675,Northern Africa,Libya,Tripoli,Tripoli,,Tripoli,32.8925,13.18,1,Libya24,National,"On April 28, mortar shells fired by an unknown party strukc the Kaikh area of Tripoli.",0,1579564001,LBY,2019-04-28
0101000020E6100000BBB88D06F0762A40713D0AD7A3704040,37,6744369,434,LBY7961,7961,24 April 2019,2019,1,Explosions/Remote violence,Shelling/artillery/missile attack,Unidentified Armed Group (Libya),,3,Civilians (Libya),LGBT (Libya),7,24994,Northern Africa,Libya,Tripoli,Tripoli,,Souq Al Jumaa,32.88,13.2323,1,Libya24,National,"On April 24, a rocket fell near the Hijra mosque in the Souq Al Jumaa area of Tripoli.",3,1579564001,LBY,2019-04-24
0101000020E6100000C520B07268512A40B0726891ED544040,11,6744075,434,LBY7954,7954,22 April 2019,2019,1,Battles,Armed clash,Military Forces of Libya (2016-) Government of National Accord,,1,Military Forces of Libya (2014-) Haftar Faction,,1,25110,Northern Africa,Libya,Aljfara,Aljfara,,Tripoli International Airport,32.6635,13.159,1,Libya24,National,"On April 22, GNA and LNA forces clashed in the Tripoli International Airport area of Tripoli. Total casualties rose to 345 killed since April 3rd - 91 coded over April 22-30.",0,1579564000,LBY,2019-04-22
0101000020E610000088F4DBD781B32A400D71AC8BDB704040,13,6743721,434,LBY7821,7821,13 April 2019,2019,1,Battles,Armed clash,Unidentified Armed Group (Libya),,3,Police Forces of Libya (2016-),,1,25881,Northern Africa,Libya,Tripoli,Tripoli,,Tagiura,32.8817,13.3506,1,Libya Observer,National,"On April 13, unknown gunmen opened fire against a checkpoint in Tagiura, killing one policeman and wounding three others.",1,1579563999,LBY,2019-04-13
0101000020E6100000FB5C6DC5FEA236401804560E2D624040,37,6740348,434,LBY7312,7312,10 January 2019,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Libya),,3,Civilians (Libya),,7,32632,Northern Africa,Libya,Derna,Derna,,Darna,32.767,22.6367,1,Al Wasat (Libya),National,"On January 10, a youth was gunshot wounded by an unknown party in front of his home in Derna.",0,1579563988,LBY,2019-01-10
0101000020E6100000B537F8C2640A2A40832F4CA60A164040,11,6745339,434,LBY7776,7776,06 April 2019,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Libya (2016-) Government of National Accord,,1,Military Forces of Libya (2014-) Haftar Faction,,1,26458,Northern Africa,Libya,Al Jabal Al Gharbi,Al Jabal Al Gharbi,,Gharyan,32.1722,13.0203,2,Twitter,New media,"On April 6, the GNA air force conducted airstrikes against LNA positions in the area of Gharyan.",0,1579564004,LBY,2019-04-06
0101000020E6100000ECC039234ADB2C40280F0BB5A6093B40,12,6758794,434,LBY7995,7995,05 April 2019,2019,1,Battles,Armed clash,Islamic State (Libya),,2,Military Forces of Libya (2014-) Haftar Faction,,1,26503,Northern Africa,Libya,Sebha,Sebha,,Sabha,27.0377,14.4283,1,Libya Observer; Fezzan Libya; News24 (South Africa); Amaq; Reuters; Nashir,New media-National,"On May 4, Islamic State militants attacked an LNA base in Sebha, killing nine militiamen.",9,1579805273,LBY,2019-04-05
0101000020E610000012A5BDC117862C40C217265305534040,60,6741426,434,LBY7622,7622,27 March 2019,2019,1,Protests,Peaceful protest,Protesters (Libya),,6,,,0,27214,Northern Africa,Libya,Almargeb,Almargeb,,Al Khums,32.6486,14.2619,1,Libya EN,Other,"On March 27, a group of people with disabilities staged a protest in Al Khums to condemn discrimination against them and their exclusion from running in the local elections.[size=dozen]",0,1579563991,LBY,2019-03-27
0101000020E6100000ADFA5C6DC51E34404F401361C3F33E40,60,6744024,434,LBY7616,7616,24 March 2019,2019,1,Protests,Peaceful protest,Protesters (Libya),Labour Group (Libya),6,,,0,27502,Northern Africa,Libya,Al Wahat,Al Wahat,,Az-Zuwaytinah,30.9522,20.1202,1,Libya24,National,"On March 24, dock workers in Zueitina staged a protest demanding increased salaries.[size=no report]",0,1579564000,LBY,2019-03-24
0101000020E6100000637FD93D7958244082734694F6F63840,60,6741437,434,LBY7449,7449,09 March 2019,2019,1,Protests,Peaceful protest,Protesters (Libya),,6,,,0,28636,Northern Africa,Libya,Ghat,Ghat,,Ghat,24.9647,10.1728,1,Libya EN,Other,"On March 9, residents in Ghat staged a protest and called on officials to provide services.[size=no report].",0,1579563992,LBY,2019-03-09
0101000020E6100000FB5C6DC5FEA236401804560E2D624040,13,6744343,434,LBY7288,7288,29 December 2018,2018,1,Battles,Armed clash,DPF: Derna Protection Force,,3,Military Forces of Libya (2014-) Haftar Faction,,1,33394,Northern Africa,Libya,Derna,Derna,,Darna,32.767,22.6367,1,Libya24,National,"On December 29, DPF killed an LNA militiaman amidst clashes in the Old City of Derna.",1,1579564001,LBY,2018-12-29
0101000020E6100000ECC039234ADB2C40280F0BB5A6093B40,37,6743831,434,LBY7280,7280,26 December 2018,2018,1,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Libya),,3,Civilians (Libya),Judges (Libya),7,33560,Northern Africa,Libya,Sebha,Sebha,,Sabha,27.0377,14.4283,1,Libya24,National,"On December 26, unknown gunmen abducted the head of the court of first instance in Sebha who was subjected to torture for three days before being released and subsequently hospitalized.",0,1579563999,LBY,2018-12-26
0101000020E6100000567DAEB6621F2B40BB270F0BB5963C40,37,6743986,434,LBY7261,7261,17 December 2018,2018,1,Strategic developments,Looting/property destruction,Unidentified Armed Group (Libya),,3,Civilians (Libya),Labour Group (Libya),7,34207,Northern Africa,Libya,Wadi Ashshati,Wadi Ashshati,,Hasawna,28.5887,13.5613,2,Libya24,National,"On December 17, unknown gunmen stormed a water pumping station in southern Hasawna and intimidated staff and stripped them of their belongings.",0,1579564000,LBY,2018-12-17
0101000020E6100000F54A598638D62B40EE7C3F355EEA3940,60,6741086,434,LBY7243,7243,14 December 2018,2018,1,Protests,Peaceful protest,Protesters (Libya),AF: Anger of Fezzan,6,,,0,34423,Northern Africa,Libya,Murzuq,Murzuq,,Murzuq,25.9155,13.9184,1,Fezzan Libya,National,"On December 14, residents in Murzuq protested in support of the Anger of Fezzan movement.",0,1579563990,LBY,2018-12-14
0101000020E6100000ECC039234ADB2C40280F0BB5A6093B40,37,6747999,434,LBY6770,6770,13 April 2018,2018,1,Violence against civilians,Attack,Unidentified Armed Group (Libya),,3,Civilians (Libya),,7,47203,Northern Africa,Libya,Sebha,Sebha,,Sabha,27.0377,14.4283,1,Menastream,Local partner-New media,"On April 13, unknown gunmen opened fire against a vehicle and killed a civilian in Sebha.",1,1579637359,LBY,2018-04-13
0101000020E6100000ECC039234ADB2C40280F0BB5A6093B40,37,6743982,434,LBY7097,7097,30 October 2018,2018,1,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Libya),,3,Civilians (Libya),Health Workers (Libya),7,37083,Northern Africa,Libya,Sebha,Sebha,,Sabha,27.0377,14.4283,1,Libya24,National,"On October 30, unknown gunmen abducted a financial controller of the Sebha Medical Center in Sebha.",0,1579564000,LBY,2018-10-30
0101000020E6100000FB5C6DC5FEA236401804560E2D624040,37,6740437,434,LBY7063,7063,13 October 2018,2018,1,Violence against civilians,Attack,Unidentified Armed Group (Libya),,3,Civilians (Libya),,7,37951,Northern Africa,Libya,Derna,Derna,,Darna,32.767,22.6367,1,Al Wasat (Libya),National,"On October 13, a child sustained a gunshot wound to the head fired by unknown party in Derna.",0,1579563988,LBY,2018-10-13
0101000020E6100000FB5C6DC5FEA236401804560E2D624040,13,6739216,434,LBY7130,7130,24 September 2018,2018,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Libya (2014-) Haftar Faction,,1,DPF: Derna Protection Force,,3,38956,Northern Africa,Libya,Derna,Derna,,Darna,32.767,22.6367,1,Airwars,Other,"On September 24, LNA struck an unspecified target with artillery in Derna.",0,1579563985,LBY,2018-09-24
0101000020E6100000ECC039234ADB2C40280F0BB5A6093B40,60,6743822,434,LBY7008,7008,14 September 2018,2018,1,Protests,Peaceful protest,Protesters (Libya),,6,,,0,39545,Northern Africa,Libya,Sebha,Sebha,,Sabha,27.0377,14.4283,1,Libya24,National,"On September 14, activists protested in Sebha against what they considered the disastrous conditions of the city.",0,1579563999,LBY,2018-09-14
0101000020E6100000857CD0B359552A40CDCCCCCCCC6C4040,37,6743977,434,LBY6999,6999,11 September 2018,2018,1,Explosions/Remote violence,Shelling/artillery/missile attack,Unidentified Armed Group (Libya),,3,Civilians (Libya),,7,39718,Northern Africa,Libya,Tripoli,Tripoli,,Abu Salim,32.85,13.1667,1,Libya24,National,"On September 11, mortar shells fired by an unknown party that fell in the Abu Salim area of Tripoli resulted in civilians wounded.",0,1579564000,LBY,2018-09-11
0101000020E6100000A323B9FC877429409BE61DA7E8604040,33,6743421,434,LBY6990,6990,04 September 2018,2018,1,Strategic developments,Agreement,7th Brigade,Sumood Brigade,3,Special Deterrence Forces,Tripoli Revolutionaries Brigade; Nawasi Brigade; 301 Brigade; Bab al-Tajoura Brigade; Ghaniwa Brigade,3,40103,Northern Africa,Libya,Azzawya,Azzawya,,Az Zawiyah,32.7571,12.7276,1,Libya Herald,National,Agreement: A UN-brokered ceasefire agreement to end the fighting in Tripoli was signed in Zawiya.,0,1579563998,LBY,2018-09-04
0101000020E6100000FB5C6DC5FEA236401804560E2D624040,13,6758917,434,LBY6982,6982,01 September 2018,2018,1,Battles,Armed clash,DPF: Derna Protection Force,,3,Military Forces of Libya (2014-) Haftar Faction,,1,40299,Northern Africa,Libya,Derna,Derna,,Darna,32.767,22.6367,1,Libya Observer; Al Naba,National,"On September 1, eleven LNA militiamen were killed and nineteen others wounded amidst clashes with DPF in the Wasit al-Blad area of Central Derna.",11,1579805273,LBY,2018-09-01
