the_geom,interaction,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,cartodb_id,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,fixed_date
0101000020E6100000FB5C6DC5FEA236401804560E2D624040,13,6740625,434,LBY6833,6833,17 May 2018,2018,1,Explosions/Remote violence,Remote explosive/landmine/IED,DPF: Derna Protection Force,,3,Military Forces of Libya (2014-) Haftar Faction,,1,45507,Northern Africa,Libya,Derna,Derna,,Darna,32.767,22.6367,2,Alahed,New media,"On May 17, DPF militiamen detonated a landmine killing two LNA militiamen at the western entrance of Derna. LNA deployments were reported the day before.",2,1579563989,LBY,2018-05-17
0101000020E6100000ECC039234ADB2C40280F0BB5A6093B40,37,6740133,434,LBY6831,6831,17 May 2018,2018,1,Violence against civilians,Attack,Unidentified Armed Group (Libya),,3,Civilians (Libya),Police Forces of Libya (2016-),7,45511,Northern Africa,Libya,Sebha,Sebha,,Sabha,27.0377,14.4283,1,Al Wasat (Libya),National,"On May 17, unknown gunmen shot dead a police officer while he was inside his car in the Gardha area of Sebha.",1,1579563987,LBY,2018-05-17
0101000020E6100000FB5C6DC5FEA236401804560E2D624040,13,6740135,434,LBY6830,6830,17 May 2018,2018,1,Battles,Government regains territory,Military Forces of Libya (2014-) Haftar Faction,,1,DPF: Derna Protection Force,,3,45512,Northern Africa,Libya,Derna,Derna,,Darna,32.767,22.6367,2,Al Wasat (Libya),National,"On May 17, Five LNA and nine DPF militiamen were killed amidst clashes on the outskirts of Derna, while the LNA took control of several locations. LNA deployments were reported the day before.",14,1579563987,LBY,2018-05-17
0101000020E6100000FB5C6DC5FEA236401804560E2D624040,17,6739915,434,LBY6829,6829,17 May 2018,2018,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Libya (2014-) Haftar Faction,,1,Civilians (Libya),,7,45520,Northern Africa,Libya,Derna,Derna,,Darna,32.767,22.6367,1,Al Wasat (Libya),National,"On May 17, LNA militiamen fired two mortar shells that fell in the Jubaila neighborhood in downtown Derna, one shell struck a civilian home while the other in an open area. One boy severely injured (potentially from shelling by LNA in another area of Derna). LNA deployments were reported the day before.",0,1579563987,LBY,2018-05-17
0101000020E6100000FB5C6DC5FEA236401804560E2D624040,13,6739228,434,LBY7111,7111,16 May 2018,2018,1,Explosions/Remote violence,Air/drone strike,Military Forces of Libya (2014-) Haftar Faction,Military Forces of United Arab Emirates,1,DPF: Derna Protection Force,,3,45524,Northern Africa,Libya,Derna,Derna,,Darna,32.767,22.6367,1,Airwars,Other,"On May 16, LNA and UAE aircrafts carried out five airstrikes targeting DPF positions in Derna, no casualties reported.",0,1579563985,LBY,2018-05-16
0101000020E61000004772F90FE91737400000000000084040,13,6737742,434,LBY6828,6828,16 May 2018,2018,1,Battles,Armed clash,DPF: Derna Protection Force,,3,Military Forces of Libya (2014-) Haftar Faction,,1,45527,Northern Africa,Libya,Derna,Derna,,Jawf az Zahr al Ahmar,32.0625,23.0934,2,Alahed; Libya Observer,New media-National,"On May 16, DPF militiamen attacked LNA positions in Dhahr al-Ahmar, destroying and seizing a number of vehicles, DPF also repelled an advance attempt on the outskirts of Derna, killing 13 LNA militiamen and wounding 20 others.",13,1579563980,LBY,2018-05-16
0101000020E610000085EB51B81E453740976E1283C02A3840,38,6739227,434,LBY7110,7110,15 May 2018,2018,1,Explosions/Remote violence,Air/drone strike,Military Forces of Egypt (2014-),,8,Unidentified Armed Group (Libya),,3,45565,Northern Africa,Libya,Alkufra,Alkufra,,Al Kufrah,24.167,23.27,2,Airwars,Other,"On May 15, an Egyptian aircraft carried out an airstrike targeting a militia vehicle in the area of Kufra, killing three individuals.",3,1579563985,LBY,2018-05-15
0101000020E6100000ECC039234ADB2C40280F0BB5A6093B40,34,6747934,434,LBY6827,6827,15 May 2018,2018,1,Explosions/Remote violence,Shelling/artillery/missile attack,Tabu Ethnic Militia (Libya),,4,6th Infantry Brigade,Awlad Suleiman Ethnic Militia (Libya),3,45566,Northern Africa,Libya,Sebha,Sebha,,Sabha,27.0377,14.4283,1,Menastream,Local partner-New media,"On May 15, renewed shellings traded between Tebu and Awlad Suleiman militamen in Sebha.",0,1579637359,LBY,2018-05-15
0101000020E6100000FB5C6DC5FEA236401804560E2D624040,13,6737741,434,LBY6826,6826,15 May 2018,2018,1,Battles,Government regains territory,Military Forces of Libya (2014-) Haftar Faction,Military Forces of United Arab Emirates,1,DPF: Derna Protection Force,,3,45577,Northern Africa,Libya,Derna,Derna,,Darna,32.767,22.6367,2,Alahed; Libya Observer; Al Wasat (Libya); Libya Herald,New media-National,"On May 15, clashes continued between LNA and DPF militiamen on the outskirts of Derna, LNA took full control of Dhahr al-Ahmar and al-Hila and also seized several locations in the area of Martuba, seven DPF fighters were killed and seven wounded, and eight LNA militiamen were killed and twenty wounded, six civilians were killed in the crossfire and fourteen others were wounded, the fighting involved armed clashes, trading of artillery and mortar shellings as well as airstrikes carried out by the LNA air force and Emirati drones, DPF militiamen detonated two IEDs against LNA military vehicles.",21,1579563980,LBY,2018-05-15
0101000020E6100000FB5C6DC5FEA236401804560E2D624040,13,6739267,434,LBY7109,7109,14 May 2018,2018,1,Explosions/Remote violence,Air/drone strike,Military Forces of Libya (2014-) Haftar Faction,Unidentified Armed Group (Libya),1,DPF: Derna Protection Force,,3,45646,Northern Africa,Libya,Derna,Derna,,Darna,32.767,22.6367,1,Airwars,Other,"On May 14, LNA and unknown aircrafts carried three airstrikes that targeted DPF positions in Derna, no casualties reported.",0,1579563985,LBY,2018-05-14
0101000020E6100000EA04341136AC36404694F6065F584040,17,6740618,434,LBY6824,6824,14 May 2018,2018,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Libya (2014-) Haftar Faction,,1,Civilians (Libya),,7,45664,Northern Africa,Libya,Derna,Derna,,Al-Fatayah,32.6904,22.6727,2,Alahed,New media,"On May 14, LNA militiamen shelled residential areas in the area of Fattaih.",0,1579563989,LBY,2018-05-14
0101000020E61000004772F90FE91737400000000000084040,38,6740622,434,LBY6823,6823,14 May 2018,2018,1,Explosions/Remote violence,Air/drone strike,Military Forces of United Arab Emirates (2004-),,8,DPF: Derna Protection Force,,3,45665,Northern Africa,Libya,Derna,Derna,,Jawf az Zahr al Ahmar,32.0625,23.0934,2,Alahed,New media,"On May 14, presumed Emirati drones carried out airstrikes against DPF positions in al-Hila, south of Derna.",0,1579563989,LBY,2018-05-14
0101000020E6100000ECC039234ADB2C40280F0BB5A6093B40,34,6747941,434,LBY6822,6822,13 May 2018,2018,1,Explosions/Remote violence,Shelling/artillery/missile attack,Tabu Ethnic Militia (Libya),,4,6th Infantry Brigade,Awlad Suleiman Ethnic Militia (Libya),3,45707,Northern Africa,Libya,Sebha,Sebha,,Sabha,27.0377,14.4283,1,Menastream,Local partner-New media,"On May 13, continued clashes between Tebu and Alwad Suleiman militiamen trading shellings in Sebha.",0,1579637359,LBY,2018-05-13
0101000020E6100000FB5C6DC5FEA236401804560E2D624040,17,6740624,434,LBY6821,6821,13 May 2018,2018,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Libya (2014-) Haftar Faction,,1,Civilians (Libya),,7,45731,Northern Africa,Libya,Derna,Derna,,Darna,32.767,22.6367,1,Alahed,New media,"On May 13, an artillery shell fired by LNA militiamen struck a civilian home in the Sayda Khadija neighborhood of Derna, without causing any casualties.",0,1579563989,LBY,2018-05-13
0101000020E6100000ECC039234ADB2C40280F0BB5A6093B40,34,6758950,434,LBY6818,6818,12 May 2018,2018,1,Battles,Armed clash,Tabu Ethnic Militia (Libya),,4,6th Infantry Brigade,Awlad Suleiman Ethnic Militia (Libya),3,45789,Northern Africa,Libya,Sebha,Sebha,,Sabha,27.0377,14.4283,1,Al Wasat (Libya); Libya Observer,National,"On May 12, heavy clashes raged in Sebha between Tebu and Awlad Suleiman militiamen, the Tebu took control of the 6th Brigade headquarters (Katiba Faris) and Sebha castle, four Awlad Suleiman militiamen were killed and twelve others wounded. The Katiba regained their areas soon after.",4,1579805273,LBY,2018-05-12
0101000020E61000004772F90FE91737400000000000084040,13,6747944,434,LBY6819,6819,12 May 2018,2018,1,Explosions/Remote violence,Remote explosive/landmine/IED,DPF: Derna Protection Force,,3,Military Forces of Libya (2014-) Haftar Faction,,1,45790,Northern Africa,Libya,Derna,Derna,,Jawf az Zahr al Ahmar,32.0625,23.0934,2,Menastream,Local partner-New media,"On May 12, the Derna protection force killed four LNA militiamen and wounded others by detonation of two IEDs targeting military vehicles including a tank in the area of al-Hila, south of Derna.",4,1579637359,LBY,2018-05-12
0101000020E6100000EA04341136AC36404694F6065F584040,13,6740490,434,LBY6816,6816,10 May 2018,2018,1,Battles,Armed clash,Military Forces of Libya (2014-) Haftar Faction,,1,Shura Council of Darnah Mujahidin,,3,45863,Northern Africa,Libya,Derna,Derna,,Al-Fatayah,32.6904,22.6727,2,Al Wasat (Libya),National,"On May 10, two MSCD militiamen were wounded amidst clashes with LNA forces in the Fattaih area, south of Derna.",0,1579563989,LBY,2018-05-10
0101000020E6100000ECC039234ADB2C40280F0BB5A6093B40,34,6740486,434,LBY6814,6814,09 May 2018,2018,1,Battles,Armed clash,Tabu Ethnic Militia (Libya),,4,6th Infantry Brigade,Awlad Suleiman Ethnic Militia (Libya),3,45909,Northern Africa,Libya,Sebha,Sebha,,Sabha,27.0377,14.4283,1,Al Wasat (Libya),National,"On May 10, two individuals succumbed to gunshot wounds sustained amidst renewed clashes between Tebu and Awlad Suleiman militiamen in Sebha.",2,1579563988,LBY,2018-05-09
0101000020E6100000ECC039234ADB2C40280F0BB5A6093B40,37,6740120,434,LBY6815,6815,09 May 2018,2018,1,Violence against civilians,Attack,Unidentified Armed Group (Libya),,3,Civilians (Libya),Students (Libya); Teachers (Libya),7,45944,Northern Africa,Libya,Sebha,Sebha,,Sabha,27.0377,14.4283,1,Al Wasat (Libya),National,"On May 9, unknown gunmen shot dead a student in Sebha, while a teacher escaped after being targeted by gunfire.",1,1579563987,LBY,2018-05-09
0101000020E61000004772F90FE91737400000000000084040,13,6740240,434,LBY6811,6811,08 May 2018,2018,1,Explosions/Remote violence,Air/drone strike,Military Forces of Libya (2014-) Haftar Faction,,1,Shura Council of Darnah Mujahidin,,3,45960,Northern Africa,Libya,Derna,Derna,,Jawf az Zahr al Ahmar,32.0625,23.0934,2,Al Wasat (Libya),National,"On May 8, the LNA air force carried out airstrikes against MSCD positions in the area of Dhahr al-Ahmar, while ground forces targeted their positions with artillery.",0,1579563988,LBY,2018-05-08
0101000020E6100000FB5C6DC5FEA236401804560E2D624040,13,6743349,434,LBY6820,6820,08 May 2018,2018,1,Battles,Armed clash,Military Forces of Libya (2014-) Haftar Faction,,1,Shura Council of Darnah Mujahidin,,3,45968,Northern Africa,Libya,Derna,Derna,,Darna,32.767,22.6367,1,Libya Herald,National,"On May 8, MSCD and LNA militiamen clashed in Derna with one civilian killed in the crossfire.",1,1579563998,LBY,2018-05-08
0101000020E6100000FB5C6DC5FEA236401804560E2D624040,80,6739266,434,LBY7126,7126,08 May 2018,2018,1,Explosions/Remote violence,Air/drone strike,Military Forces of United Arab Emirates (2004-),,8,,,0,45969,Northern Africa,Libya,Derna,Derna,,Darna,32.767,22.6367,1,Airwars,Other,"On May 8, UAE aircrafts carried out an airstrike in Derna, no casualties reported.",0,1579563985,LBY,2018-05-08
0101000020E61000003B014D840DBF3140764F1E166AED3E40,27,6740034,434,LBY6813,6813,08 May 2018,2018,1,Violence against civilians,Attack,Islamic State (Libya),,2,Civilians (Libya),,7,45970,Northern Africa,Libya,Sirt,Sirt,,Wadi Umm al Qindil,30.9274,17.7463,2,Al Wasat (Libya),National,"On May 8, an Islamic State militant aboard an explosives-laden vehicle opened fire on a shepherd and his sons south of Umm al-Qandil, killing one of the sons of he shepherd.",1,1579563987,LBY,2018-05-08
0101000020E610000052B81E85EB71314050FC1873D7023F40,12,6740114,434,LBY6809,6809,08 May 2018,2018,1,Explosions/Remote violence,Suicide bomb,Islamic State (Libya),,2,Military Forces of Libya (2014-) Haftar Faction,,1,45979,Northern Africa,Libya,Sirt,Sirt,,El Tesseyn,31.0111,17.445,1,Al Wasat (Libya),National,"On May 8, an Islamic State suicide bomber detonated an explosives-laden vehicle against an LNA checkpoint in Tesseyn, east of Sirte, killing a member of the Marj 115th infantry brigade and two civilians.",4,1579563987,LBY,2018-05-08
0101000020E6100000F7065F984C153440598638D6C50D4040,37,6739924,434,LBY6812,6812,08 May 2018,2018,1,Explosions/Remote violence,Remote explosive/landmine/IED,BRSC: Shura Council of Benghazi Revolutionaries,,3,Civilians (Libya),,7,45997,Northern Africa,Libya,Benghazi,Benghazi,,Ras Ubaydah,32.1076,20.0832,1,Al Wasat (Libya),National,"On May 8, a civilian was killed by the explosion of a landmine in the Balad area of Benghazi, the explosive device was most likely planted and left behind by BRSC militants.",1,1579563987,LBY,2018-05-08
0101000020E61000003B014D840DBF3140764F1E166AED3E40,12,6740198,434,LBY6810,6810,08 May 2018,2018,1,Battles,Armed clash,Military Forces of Libya (2014-) Haftar Faction,,1,Islamic State (Libya),,2,46000,Northern Africa,Libya,Sirt,Sirt,,Wadi Umm al Qindil,30.9274,17.7463,2,Al Wasat (Libya),National,"On May 8, LNA forces discovered an abandoned explosives-laden vehicle in the area of Umm al-Qandil which they detonated at the site, after they tracked down the Islamic State militant who had abandoned the vehicle and shot him dead, the militant had earlier killed the son of a shepherd in the area.",1,1579563988,LBY,2018-05-08
0101000020E6100000EA04341136AC36404694F6065F584040,13,6758951,434,LBY6808,6808,07 May 2018,2018,1,Battles,Armed clash,Military Forces of Libya (2014-) Haftar Faction,,1,Shura Council of Darnah Mujahidin,,3,46005,Northern Africa,Libya,Derna,Derna,,Al-Fatayah,32.6904,22.6727,1,Libya Observer; Al Wasat (Libya),National,"On May 7, the LNA overtook the Fattaih area south of Derna from the Shura Council of Darnah Mujahidin, LNA later withdrew and MSCD regained their positions, one MSCD and five LNA militiamen were killed in the fighting. MSCD also seized a military vehicle of type Hummer H1.",6,1579805273,LBY,2018-05-07
0101000020E6100000FB5C6DC5FEA236401804560E2D624040,30,6739304,434,LBY7124,7124,07 May 2018,2018,1,Explosions/Remote violence,Air/drone strike,Unidentified Armed Group (Libya),,3,,,0,46018,Northern Africa,Libya,Derna,Derna,,Darna,32.767,22.6367,1,Airwars,Other,"On May 7, an unknown aircraft carried out an airstrike in Derna, no casualties reported, target unknown.",0,1579563985,LBY,2018-05-07
0101000020E6100000ECC039234ADB2C40280F0BB5A6093B40,37,6758952,434,LBY6806,6806,06 May 2018,2018,1,Explosions/Remote violence,Shelling/artillery/missile attack,Unidentified Armed Group (Libya),,3,Civilians (Libya),,7,46062,Northern Africa,Libya,Sebha,Sebha,,Sabha,27.0377,14.4283,1,Al Wasat (Libya); Libya Observer,National,"On May 6, three civilians including a girl were killed when a mortar shell struck their home in the Hajar area of Sebha.",3,1579805273,LBY,2018-05-06
0101000020E6100000516B9A779C3234409BE61DA7E8204040,37,6740547,434,LBY6805,6805,06 May 2018,2018,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Libya),,3,Civilians (Libya),,7,46065,Northern Africa,Libya,Benghazi,Benghazi,,Sidi Khalifah,32.2571,20.1977,1,Al Wasat (Libya),National,"On May 6, a youth was wounded by the explosion of a presumed IED at a farm in Sidi Khalifa, north of Benghazi.",0,1579563989,LBY,2018-05-06
0101000020E6100000F7065F984C153440598638D6C50D4040,60,6740357,434,LBY6807,6807,06 May 2018,2018,1,Protests,Peaceful protest,Protesters (Libya),,6,,,0,46071,Northern Africa,Libya,Benghazi,Benghazi,,Ras Ubaydah,32.1076,20.0832,1,Al Wasat (Libya),National,"On May 6, a number of people protested outside the Tibesti Hotel against the interference of the HOR in the rebuidling of Benghazi, also demanding that health and education would be prioritized, compensation for displaced, as well as accelerating the clearance of landmines and remnants of war.",0,1579563988,LBY,2018-05-06
0101000020E6100000FB5C6DC5FEA236401804560E2D624040,38,6737736,434,LBY6801,6801,05 May 2018,2018,1,Explosions/Remote violence,Air/drone strike,Military Forces of United Arab Emirates (2004-),Military Forces of Libya (2014-) Haftar Faction,8,Shura Council of Darnah Mujahidin,,3,46150,Northern Africa,Libya,Derna,Derna,,Darna,32.767,22.6367,2,Al Wasat (Libya); Derna Khat Al Ahmar,New media-National,"On May 5, Emirati drones carried out thirteen airstrikes against MSCD positions in Dhahr al-Ahmar, al-Hila and at the western entrance to the city of Derna, killing an MSCD militiaman.",1,1579563980,LBY,2018-05-05
0101000020E6100000ECC039234ADB2C40280F0BB5A6093B40,34,6740353,434,LBY6800,6800,05 May 2018,2018,1,Battles,Armed clash,Tabu Ethnic Militia (Libya),,4,6th Infantry Brigade,Awlad Suleiman Ethnic Militia (Libya),3,46159,Northern Africa,Libya,Sebha,Sebha,,Sabha,27.0377,14.4283,1,Al Wasat (Libya),National,"On May 5, Tebu and Awlad Suleiman militiamen clashed with heavy weapons and trade shellings in Sebha, three militiamen were wounded in the clashes.",0,1579563988,LBY,2018-05-05
0101000020E6100000053411363C2D344094F6065F980C4040,37,6740355,434,LBY6804,6804,05 May 2018,2018,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Libya),,3,Civilians (Libya),,7,46160,Northern Africa,Libya,Benghazi,Benghazi,,Buatni,32.0984,20.1767,1,Al Wasat (Libya),National,"On May 5, a youth was wounded by the explosion of an IED or war remnant while burning garbage in the Buatni area of Benghazi.",0,1579563988,LBY,2018-05-05
0101000020E6100000ECC039234ADB2C40280F0BB5A6093B40,37,6740475,434,LBY6802,6802,05 May 2018,2018,1,Explosions/Remote violence,Shelling/artillery/missile attack,Unidentified Armed Group (Libya),,3,Civilians (Libya),,7,46165,Northern Africa,Libya,Sebha,Sebha,,Sabha,27.0377,14.4283,1,Al Wasat (Libya),National,"On May 5, several mortar shells fell in the Qurdha area of Sebha two fell near a school while one hit a civilian home and killed two",2,1579563988,LBY,2018-05-05
0101000020E6100000ECC039234ADB2C40280F0BB5A6093B40,34,6740227,434,LBY6799,6799,04 May 2018,2018,1,Explosions/Remote violence,Shelling/artillery/missile attack,Tabu Ethnic Militia (Libya),,4,6th Infantry Brigade,Awlad Suleiman Ethnic Militia (Libya),3,46168,Northern Africa,Libya,Sebha,Sebha,,Sabha,27.0377,14.4283,1,Al Wasat (Libya),National,"On May 4, Sebha saw renewed clashes between Tebu and Awlad Suleiman militiamen, a civilian was killed in the crossfire when a mortar shell fell on a civilian home.",1,1579563988,LBY,2018-05-04
0101000020E61000004772F90FE91737400000000000084040,38,6740990,434,LBY6798,6798,04 May 2018,2018,1,Explosions/Remote violence,Air/drone strike,Military Forces of United Arab Emirates (2004-),Military Forces of Libya (2014-) Haftar Faction,8,Shura Council of Darnah Mujahidin,,3,46205,Northern Africa,Libya,Derna,Derna,,Jawf az Zahr al Ahmar,32.0625,23.0934,2,Derna Khat Al Ahmar,New media,"On May 4, Emirati drones carried out six airstrikes against MSCD positions in Dhahr al-Ahmar and al-Hila.",0,1579563990,LBY,2018-05-04
0101000020E6100000ECC039234ADB2C40280F0BB5A6093B40,34,6740538,434,LBY6794,6794,03 May 2018,2018,1,Explosions/Remote violence,Shelling/artillery/missile attack,Tabu Ethnic Militia (Libya),,4,6th Infantry Brigade,Awlad Suleiman Ethnic Militia (Libya),3,46217,Northern Africa,Libya,Sebha,Sebha,,Sabha,27.0377,14.4283,1,Al Wasat (Libya),National,"On May 3, Tebu militiamen attacked the 6th brigade in Sebha wounding four Awlad Suleiman militiamen, two others including a girl were also wounded when a mortar shell fell in a residential area.",0,1579563989,LBY,2018-05-03
0101000020E61000004772F90FE91737400000000000084040,13,6743616,434,LBY6793,6793,03 May 2018,2018,1,Battles,Armed clash,Shura Council of Darnah Mujahidin,,3,Military Forces of Libya (2014-) Haftar Faction,,1,46224,Northern Africa,Libya,Derna,Derna,,Jawf az Zahr al Ahmar,32.0625,23.0934,2,Libya Observer,National,"On May 3, MSCD and LNA militiamen clashed and traded shellings south of Derna, seven LNA militiamen were killed and six others wounded amidst the fighting. Four fatalies were caused by an IED detonation.",7,1579563999,LBY,2018-05-03
0101000020E6100000B515FBCBEE393440FE65F7E461C13E40,10,6740105,434,LBY6797,6797,03 May 2018,2018,1,Strategic developments,Disrupted weapons use,Military Forces of Libya (2014-) Haftar Faction,,1,,,0,46242,Northern Africa,Libya,Al Wahat,Al Wahat,,Ejdabia,30.7554,20.2263,2,Al Wasat (Libya),National,"Weapons seizure: On May 3, the Ajdabiya operations room of LNA raided a farm south of Ajdabiya and discovered and seized a significant arms and ammunition cache containing large amounts of heavy weapons and ammunition.",0,1579563987,LBY,2018-05-03
0101000020E61000004772F90FE91737400000000000084040,38,6740989,434,LBY6795,6795,03 May 2018,2018,1,Explosions/Remote violence,Air/drone strike,Military Forces of United Arab Emirates (2004-),Military Forces of Libya (2014-) Haftar Faction,8,Shura Council of Darnah Mujahidin,,3,46250,Northern Africa,Libya,Derna,Derna,,Jawf az Zahr al Ahmar,32.0625,23.0934,2,Derna Khat Al Ahmar,New media,"On May 3, Emirati drones carried out ten airstrikes against MSCD positions in Dhahr al-Ahmar and al-Hila.",0,1579563990,LBY,2018-05-03
0101000020E6100000CA32C4B12E2E2A40143FC6DCB56C4040,12,6758953,434,LBY6792,6792,02 May 2018,2018,1,Battles,Armed clash,Islamic State (Libya),,2,Police Forces of Libya (2016-),Government of Libya (2016-) Government of National Accord; HNEC: High National Election Commission,1,46254,Northern Africa,Libya,Tripoli,Tripoli,,Ghot Alshaal,32.8493,13.0902,1,Libya Observer; Al Wasat (Libya); Libya Herald,National,"On May 2, at least two Islamic State militants attacked the Higher National Electoral Commission (HNEC) headquarters in Ghut al-Shaal, Tripoli, the attackers first shot dead several security guards and forced their way through in to the headquarters and detonated their explosive vests, at least 14 people including security guards, HNEC personnel and civilians were killed in the attack and 6 others wounded. Islamic State claimed responsibility and acknowledged that two individuals carried out the attack.",16,1579805273,LBY,2018-05-02
0101000020E61000004772F90FE91737400000000000084040,13,6743971,434,LBY7925,7925,02 May 2018,2018,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Libya (2014-) Haftar Faction,,1,Abu Salim Brigade,,3,46292,Northern Africa,Libya,Derna,Derna,,Jawf az Zahr al Ahmar,32.0625,23.0934,1,Libya24,National,"On 5 February 2018, LNA forces targeted Abu Salim Brigade's positions with heavy artillery in Zahr al Ahmar inflicting heavy damages.",0,1579564000,LBY,2018-05-02
0101000020E6100000FB5C6DC5FEA236401804560E2D624040,13,6744297,434,LBY7926,7926,02 May 2018,2018,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Libya (2014-) Haftar Faction,,1,Shura Council of Darnah Mujahidin,,3,46297,Northern Africa,Libya,Derna,Derna,,Darna,32.767,22.6367,2,Libya24,National,"On 5 February 2018, LNA forces targeted Shura Council positions in the west of Darna with heavy artillery.",0,1579564001,LBY,2018-05-02
0101000020E6100000FB5C6DC5FEA236401804560E2D624040,38,6740984,434,LBY6791,6791,01 May 2018,2018,1,Explosions/Remote violence,Air/drone strike,Military Forces of United Arab Emirates (2004-),Military Forces of Libya (2014-) Haftar Faction,8,Shura Council of Darnah Mujahidin,,3,46339,Northern Africa,Libya,Derna,Derna,,Darna,32.767,22.6367,2,Derna Khat Al Ahmar,New media,"On May 1, Emirati drones carried out six airstrikes against MSCD positions in Dhahr al-Ahmar, al-Hila and at the western entrance to the city of Derna.",0,1579563990,LBY,2018-05-01
0101000020E61000004772F90FE91737400000000000084040,38,6740995,434,LBY6790,6790,30 April 2018,2018,1,Explosions/Remote violence,Air/drone strike,Military Forces of United Arab Emirates (2004-),Military Forces of Libya (2014-) Haftar Faction,8,Shura Council of Darnah Mujahidin,,3,46341,Northern Africa,Libya,Derna,Derna,,Jawf az Zahr al Ahmar,32.0625,23.0934,2,Derna Khat Al Ahmar,New media,"On April 30, Emirati drones carried out seven airstrikes against MSCD positions in Dhahr al-Ahmar and al-Hila.",0,1579563990,LBY,2018-04-30
0101000020E6100000857CD0B359552A40CDCCCCCCCC6C4040,33,6743610,434,LBY6789,6789,30 April 2018,2018,1,Battles,Armed clash,Nawasi Brigade,,3,Ghaniwa Brigade,,3,46345,Northern Africa,Libya,Tripoli,Tripoli,,Abu Salim,32.85,13.1667,1,Libya Observer,National,"On April 30, clashes erupted between the fighting was between Central Security Brigade (Ghaniwa Brigade) and the Eighth Force (Al-Nawasi Brigade), both nomillay under the GNA, no casualties were reported although cars, houses and shops were damaged.",0,1579563999,LBY,2018-04-30
0101000020E6100000DD240681952330400C93A98251293D40,60,6740096,434,LBY6788,6788,29 April 2018,2018,1,Protests,Peaceful protest,Protesters (Libya),,6,,,0,46393,Northern Africa,Libya,Aljufra,Aljufra,,Waddan,29.1614,16.139,1,Al Wasat (Libya),National,"On April 29, a group of people protested outside the municipal council headquarters in the town of Waddan, demanding a halt of what they deemed as the illegal acquisition of farmland and also called for equitable distribution of farmland between people of the town.",0,1579563987,LBY,2018-04-29
0101000020E6100000ECC039234ADB2C40280F0BB5A6093B40,34,6740570,434,LBY6784,6784,27 April 2018,2018,1,Battles,Armed clash,Tabu Ethnic Militia (Libya),,4,6th Infantry Brigade,Awlad Suleiman Ethnic Militia (Libya),3,46479,Northern Africa,Libya,Sebha,Sebha,,Sabha,27.0377,14.4283,1,Al Wasat (Libya),National,"On April 27, Tebu and Awlad Suleiman militiamen clashed with heavy weapons in Sebha.",0,1579563989,LBY,2018-04-27
0101000020E61000004772F90FE91737400000000000084040,13,6747975,434,LBY6787,6787,26 April 2018,2018,1,Explosions/Remote violence,Remote explosive/landmine/IED,Shura Council of Darnah Mujahidin,,3,Military Forces of Libya (2014-) Haftar Faction,,1,46533,Northern Africa,Libya,Derna,Derna,,Jawf az Zahr al Ahmar,32.0625,23.0934,2,Menastream,Local partner-New media,"On April 26, MSCD militamen detonated and IED and destroyed an armored vehicle carrying LNA militiamen south of Derna, one LNA militiaman was killed and four others wounded in the blast.",1,1579637359,LBY,2018-04-26
0101000020E61000004772F90FE91737400000000000084040,13,6747980,434,LBY6786,6786,23 April 2018,2018,1,Strategic developments,Disrupted weapons use,Shura Council of Darnah Mujahidin,,3,Military Forces of Libya (2014-) Haftar Faction,,1,46655,Northern Africa,Libya,Derna,Derna,,Jawf az Zahr al Ahmar,32.0625,23.0934,2,Menastream,Local partner-New media,"On April 23, MSCD militants shot down a weaponised LNA drone (modified to carry two shells) south of Derna, the drone had previously been used to target MSCD positions. It is the first recorded use of weaponised drones in Libya.",0,1579637359,LBY,2018-04-23
0101000020E6100000ECC039234ADB2C40280F0BB5A6093B40,34,6740089,434,LBY6783,6783,24 April 2018,2018,1,Battles,Armed clash,Tabu Ethnic Militia (Libya),,4,6th Infantry Brigade,Awlad Suleiman Ethnic Militia (Libya),3,46637,Northern Africa,Libya,Sebha,Sebha,,Sabha,27.0377,14.4283,1,Al Wasat (Libya),National,"On April 24, Tebu militiamen (described as Chadian mercenaries) attacked the 6th infantry brigades headquarters killing three Awlad Suleiman militiamen, a civilian was also killed in the crossfire amidst clashes in Sebha.",4,1579563987,LBY,2018-04-24
